AssetID,AssetName,AssetLocat,Risk
6750086,Effluent Pump,"Bevilaqua Ford Rd, Southend",Very High
6750088,Katnook Gas Plant,"Argyle Rd, Monbulla",Low
2850036,Electrical Sub-station,Smiths Lane,Low
2850037,Telephone Exchange,Bald Hill Rd. Keilira,Medium
2850038,Telephone Exchange,"Desert Camp Kingston Rd, Blackford",Low
2850039,Telephone Exchange,"Taratap Rd,",Medium
2850040,Telephone Exchange,"Petherick Rd, Tilley Swamp",Medium
2850041,Telephone Exchange,"Rowney Rd, Marcollat",High
2850042,Telephone Exchange,"Telegraph Rd, Cape Jaffa",Medium
6750089,Communications Tower Penola racecourse,"Old Comaum Rd, Penola",Medium
6750090,Coonawarra Electrical Sub-station,"Memorial Dr, Coonawarra",Low
6750091,Canunda wind farm Electrical Sub-station,Canunda (E. Lake Bonney),Low
6750092,Communication Tower,"Burk Island Rd, Muggleton",High
5150061,Communications Tower,"On top of hill near the cnr of Blue Fin Rd and Snake Pit Trk, Northside Hill",Extreme
5950032,Emergency Services,"Koppio Rd, Koppio",Extreme
5150012,Waste Water Treatment Plant,"Warrow Rd, Cummins",High
1950018,Water Pumping Station,"Flinders Hwy, Port Lincoln",Medium
5150029,Substation Electrical,"Grimm Rd, Coffin Bay",Very High
5150030,Effluent Pump Station,"Jubilee Dr, Coffin Bay",Very High
5150041,Effluent Pump Station F,"Jubilee Dr, Coffin Bay",Very High
5150049,Effluent Pump Station L,"Paradise Ct, Coffin Bay",Very High
5150063,Telstra Exchange,"Proper Bay Rd, Sleaford",Very High
5150065,Telstra Exchange,"Flinders Hwy, Coomunga",Very High
5150115,Bore Cubicle 10 - Abandoned,"Fountain Pipeline Trk, Uley Wanilla Basin",Medium
5150116,Bore Cubicle 11,"Fountain Pipeline Trk, Uley Wanilla Basin",Medium
5950033,Knotts Hill Reservoir Cover,"Knotts Hill Trk, Knotts Hill",Extreme
5950017,Telephone Exchange,"Yallunda Flat Rd, Yallunda Flat",Very High
5150052,Communication Tower,"North Block, Cummins",High
5150026,Communication Tower,"SW of Coffin Bay Rd, Coffin Bay",High
5150032,Emergency Services,"Greenpatch and McFarlane Rds, Greenpatch",Extreme
5150093,Bore Cubicle 8 - Abandoned,"Tulka Sleaford Trk, Lincoln NP",High
5150101,Bore Cubicle O,"Cnr Proper Bay Rd and Snake Pit Trk, Lincoln Borefield Basin",High
5150102,Bore Cubicle R,"Cnr Snake Pit Trk and Donington Rd, Lincoln Basin Borefield",High
5150105,Uley Wanilla Water Tank,"Cnr 5 Ways and 7 Mile Trk, Uley Wanilla Basin",N/A
5950031,Knotts Hill Water Tank,"Knotts Hill Trk, Knotts Hill",N/A
5950024,Borthwicks Hill Communication Tower,"Bratten Way, Yallunda Flat",High
5150095,Community Fire Water Tank,"Tulka Sleaford Trk, Lincoln NP",N/A
4850064,AirLiquide,"Cabra Rd, Caroline",Medium
5130004,Cummins Community Caravan Park,"Mortlock St, Cummins",Medium
5130005,Emu Park Pony Club,"Tod Highway, Edillilie",Medium
5130006,Marble Range Community and Sports Centre,"Cnr Morgan & Flinders Hwy, Wangary",High
5130007,Lake Wangary Primary School,"Farm Beach Rd, Wangary",High
5130008,Coffin Bay Sports Club,"Coffin Bay Golf Course, Coffin Bay",Low
5130009,Glen-Forest Tourist Park and Vineyard,"Clarks Lane, Greenpatch",Medium
5130010,Port Lincoln Golf Club,"495 Old Flinders Hwy, Boston",Low
5130011,Moonlight Bay Camping Area,"Hammonds Rd, Moonlight Bay",High
5130012,Louth Bay Camping Area,"Louth Tce, Louth Bay",Very High
5130013,Louth Bay Golf Club,"North-West Tce, Louth Bay",Medium
5130014,Poonindie Community Learning Centre,"Hirschausen Rd, Poonindie",Medium
5130015,Dorward Oval Club Rooms,"Dorward Oval Lincoln Hwy, North Shields",Medium
5130016,Lions Hostel,"1055 Lincoln Hwy, North Shields",Extreme
5130017,Nyroca Camp and Function Center,"5089 Flinders Hwy, Coulta",Very High
5130019,Kapinnie Sport Clubrooms,"Lawrence Rd, Kapinnie",Extreme
5130020,Mikkira Station Campground,"Makkira Lane, Sleaford",Extreme
1930035,Port Lincoln Special School,"Cnr Barley Rd and Western Aproach Road, Port Lincoln",Very High
1930036,Lincoln Gardens Primary School,"Barley Rd and Western Approach Road, Port Lincoln",High
1930037,Delacolline Estate Wines,"Whillas Road, Port Lincoln",High
1930038,"RSPCA (SA) Inc, Port Lincoln Branch","Cnr of Happy Valley Rd and Garrett Rd, Port Lincoln",Low
1930039,Port Lincoln Childrens Centre,"St Andrews Tce, Port Lincoln",Low
5130021,Lake Wangary Preschool Centre,"Main St, Wangary",High
5930001,Port Neill Primary School,"Cnr Port Neill Access Rd  and Winckel Rd, Port Neill",Low
5930002,Ungarra Primary School,"Cnr Ashman Tce and Schramm St, Ungarra",Low
5930003,Ungarra Bowling Club,"Ashman Tce, Ungarra",Low
5930004,Last Resort Refuge - Ungarra,"Ungarra Oval, Cnr Moody Centre Rd, and Mount Hill Rd, Ungarra",Medium
5930005,Moody Rock and Tank,"Cnr of Ungarra Yellanna Rd and Baloissera Rd, Ungarra",Extreme
5930007,Tumby Bay Kindergarten,"Cnr West Tce and Wibberley St, Tumby Bay",Low
5930008,Last Resort Refuge - Yallunda Flat,"Yallunda Flat Showgrounds, Bratten Way, Yallunda Flat",High
5930009,Motorhome Park,"Lipson Rd, Tumby Bay",Low
5130023,The Pools Campground,"Point Burgess Trk, Coffin Bay NP",Extreme
5130024,Mullalong Beach Campground,"Mullalong Trck, Coffin Bay NP",Extreme
5130025,Whidbey Wilderness Area Campground,"Misery Trk, Coffin Bay NP",Extreme
5130026,Pillie Lake Campground,"Donington Rd, Lincoln NP",Extreme
5130027,Woodcutters Beach Campground,"Woodcutters Trk, Lincoln NP",Extreme
5130028,Stamford Hill Carpark Campground,"Stamford Hill Rd, Lincoln NP",Extreme
5130029,Surfleet Cove Campground,"Surfleet Cove Rd, Lincoln NP",Extreme
5130030,Fishermans Point Campground,"Donington Rd, Lincoln NP",Extreme
5130031,Cape Donington Campground North,"Donington Rd, Lincoln NP",Extreme
5130032,Cape Donington Campground East,"Donnington Rd, Lincoln NP",Extreme
5130033,Campground West,"Donington Rd, Lincoln NP",Extreme
5130034,Carcase Rocks Campground,"Carcase Trk, Lincoln NP",Extreme
5130035,MacLaren Point Campground North,"MacLaren Point Trk, Lincoln NP",Extreme
5130036,MacLaren Point Campground Middle,"MacLaren Point Trk, Lincoln NP",Extreme
5130037,MacLaren Point Campground South,"MacLaren Point Trk, Lincoln NP",Extreme
5130038,Taylors Landing Campground,"Taylors Landing Rd, Lincoln NP",Extreme
5130039,Memory Cove Campground,"Memory Cove Trk, Memory Cove WPA",Extreme
5130040,Pillie Lake Campground East,"Donington Rd, Lincoln NP",Extreme
5130041,Campground,"Donington Rd, Lincoln NP",Extreme
5130042,Campground,"Lincoln Trk, Lincoln NP",Extreme
5130043,Campground,"Lincoln Trk, Lincoln NP",Extreme
5130044,Whalers Way Campground,"Whalers Way Rd, Sleaford",Extreme
5130045,Yangie Bay Campground South,"Coffin Trk, Coffin Bay NP",Extreme
5130046,Big Yangie Bay Campground,"Big Yangie Trk, Coffin Bay NP",Extreme
5130047,Black Springs Campground,"Black Springs Trk, Coffin Bay NP",Extreme
5130048,Black Springs Campground,"Black Springs Trk, Coffin Bay NP",Extreme
5130049,Donington Cottage,"Donington Rd, Lincoln NP",Extreme
5130051,Morgans Landing Campground,"Morgans Trk, Coffin Bay NP",Extreme
5130052,Cape Donington Lighthouse,"Donington Rd, Lincoln NP",Extreme
3230001,Frances Primary School,Frances,Extreme
3230003,Lucindale Area School R-12,"Gum Ave, Lucindale",Medium
3230004,Lucindale Area School boarding house,"Cnr Watson and Fairview Rd, Lucindale",Very High
3230005,Lucindale Country Golf Club,"Country Club Rd, Lucindale",Low
3230006,Lucindale Carvan Park,"Oak Ave, Lucindale",Low
3230007,Lucindale Bowling Club,"Bowling Club Rd, Lucindale",High
3230008,Carolynnes Cottages,"Riddoch Hwy, Naracoorte",Medium
3230009,William Macintosh Motel,"Riddoch Hwy, Naracoorte",High
3230010,Greenline Motel,"Riddoch Hwy, Naracoorte",Medium
3230011,Naracoorte High School,"Stewart Tce, Naracoorte",Medium
3230012,Sunrise Christian School R-7,"Caves Rd, Naracoorte",Low
3230013,Naracoorte Primary School,"Park Tce, Naracoorte",Medium
3230014,Naracoorte North Kindergarten,"Park Tce, Naracoorte",Medium
3230015,Swimming Lake,"Moore St, Naracoorte",Medium
2830001,Campground - 42 Mile Crossing,"Trk off of Princes Hwy, Salt Creek",High
2830002,Campground - 32 Mile Crossing,"Trk off of Old Coorong Rd, Tilley Swamp",High
2830003,Campground - 28 Mile Crossing,"Old Coorong Rd, Tilley Swamp",High
2530001,Campground - Stony Rise,"Stony Rise Trk, Robe",Very High
2530002,Campground - The Gums,"The Gums Trk, Robe",Very High
2530003,Campground - Long Gully,"Long Gully Beach Trk, Little Dip CP, Nora Creina",Very High
2530004,Campground - Old Man Lake,"Old Man Lake, Little Dip CP, Nora Creina",Very High
6730001,Campground - Geltwood Beach & Oil Rig Square,"Oil Rig Square Rd, Canunda NP, Millicent",Very High
4830001,Campground - Number Two Rocks,"Beach Trk, Canunda NP, Canunda",High
4830002,Campground - Cape Banks Lighthouse,"Cape Banks Lighthouse Rd, Carpenter Rocks",Very High
6730002,Campground - Boozy Gully,"Near Boozy Gully Trk, Canunda NP, Canunda",Very High
6730004,Campground - Three Mile Bend,"Five Mile Drift Rd, Beachport CP, Beachport",Very High
3230016,Campground - Hacks Lagoon CP,"Off of Bool Lagoon Rd, Bool Lagoon",Very High
3230017,Wirreanda Precinct,"Caves District Rd, Joanna",High
3830001,Mundulla Primary School,Mundulla,Low
3830002,Padthaway Primary School,Padthaway East,Medium
3830003,Caravan Park,Padthaway,Medium
3830004,Willalooka Tavern & Accommodation,"Riddoch Hwy, Willalooka",Very High
3830005,Keith Hospital,"Hill Ave, Keith",Low
3830006,Caravan Park,Keith,Medium
3830007,Cockatoo Downs Farmstay,"Eckerts Rd, Keith",Extreme
3830008,Railway Cottages,"Railway Tce, Wolseley",Very High
3830009,Bordertown Caravan Park,"Penny Tce, Bordertown",Low
5130121,Last Resort Refuge - Coffin Bay,"Coffin Bay Yacht Club, Esplanade, Coffin Bay",Low
5130122,Last Resort Refuge - Kapinnie,"Kapinnie Oval Watkins Rd, Kapinnie",High
5130123,Last Resort Refuge - Mount Hope,"Mount Hope Community Hall, Flinders Hwy, Mount Hope",Low
5930025,Last Resort Refuge - Cockakeechie,"Cockaleechie Oval, Cockaleechie  Hall Rd, Cockaleechie",High
5130125,Last Resort Refuge - North Shields,"Dorward Oval, Lincoln Hwy, North Shields",High
5130126,Last Resort Refuge - North Shields,"George Dorward memorial Reserve, Easton Rd, North Shields",Low
5130127,Lower Eyre Health Services - Cummins Hospital,"Bratten Way, Cummins",Low
5130167,Last Resort Refuge - Karkoo,"Karkoo Oval, Tod Hwy, Karkoo",Medium
5130119,Last Resort Refuge - Wangary,"Wangary Oval, Flinders Hwy, Wangary",High
5130120,Rangers Residence,"Coffin Rd, Coffin Bay NP",Very High
1630022,Suttontown Primary School,"1 Pinehall Ave, Mount Gambier",Medium
1630023,Mount Gambier TAFE,"Wireless Rd, Mount Gambier",Low
1630024,Limestone Coast Tourist Park,"Cnr Princes Hwy and Hawkins Rd, Mount Gambier",Medium
1630004,Blue Lake Sports Park,"Cnr Jubille Hwy and Dohle Rd, Mount Gambier",Low
1630005,Leg of Mutton Lake,Leg of Mutton Lake,High
1630021,Country Comfort Hotel,"Cnr Jubilee Hwy and Wandilo Rd, Mount Gambier",Medium
2530005,Bushland Cabins Caravan Park,"Nora Creina Rd, Robe",Extreme
2530006,Grant HS Camp,"Douglas Dawson Track, Robe",Very High
6730005,Sunland Holiday Village,"Bog Lane, Nora Creina",Extreme
6730006,Lake Saint Clair Nature Retreat,"Bog Lane, Nora Creina",Extreme
2530007,Wrights Bay Caravan Park,"Wright Bay Rd, Wright Bay",Very High
1630007,Blue Lake Holiday Park,"Cnr Bay Rd and Elliott Drv, Moutn Gambier",Medium
3230044,South Primary School,"Cnr Attiwill St and Cedar Ave, Naracoorte",Medium
5130129,Miroma Place Hostel,"Bratten Way, Cummins",Low
6730010,Southend Sands Caravan Park,"Leake St, Southend",Extreme
6730013,Penola High School,"Cnr. Cameron St and Gordon St, Penola",Low
6730014,Nangwarry Primary School,"Between Whitford Cres and Jenkins Tc, Nangwarry",Very High
6730015,Kalangadoo Primary School,"48 Kangaroo Flat Rd, Kalangadoo",Medium
6730016,Glencoe primary School,"135 Kirip Rd, Glencoe",High
6730017,Mount Burr Primary School,"3 Thomas Dr, Mount Burr",Very High
6730018,Tantanoola Primary School,"12 Randall St, Tantanoola",Medium
6730019,Rendelsham Primary School,"Nilsson St, Redelsham",High
6730020,Beachport Primary School,"Golf Course Rd, Beachport",Low
6730021,Newbery Park Primary School,"Bridges St, Millicent",Low
6730022,Millicent High School,"Mount Burr Rd, Millicent",Low
6730023,Kangaroo Inn Area School,"Cnr Beachport-Penola Rd and Clay Wells Rd, Kangaroo Inn",Very High
2830007,Motel,"Princes Hwy, Kingston",Low
2830010,Motel,"Princes Hwy, Kingston",Low
2830011,Kingston SE Area School,East Tce. Kingston SE,Low
2830015,Cape Jaffa Caravan Park,"King Drive, Cape Jaffa",Low
2830019,Granites Lookout,"Granites Rd, off Old Coorong Rd",High
2830024,Wreck Crossing Campground,Off Old Coorong Rd,High
2830025,Kingston Clay Target,"West Range Rd, Blackford",Low
2830026,Pistol Club,"Trooper Lane, West Range",High
2830021,Pinks Beach Camp Area,"Pinks Beach Rd, Wyomi",Very High
6730061,TAFE,"Mount Burr Rd, Millicent",Low
6730032,Hillview Caravan Park,"Grosser St, Millicent",Very High
6730037,Southend Community Club,"Southend Access Rd, Southend",Medium
6730043,Penola Caravan and Camp Park,"South Tce, Penola",Medium
6730046,Maharishis Global Admin Through Natural,"Bog Ln, Lake George",High
6730048,Last Resort Refuge - Glencoe West,"Kirip Rd, Glencoe West",Low
6730050,Hatherleigh Sports and Recreation,Hatherleigh,Low
6730053,Beachport Pony Club,"Cnr South West Tce and Parklands Tce, Beachport",Very High
4850044,Timberlink,Tarpena,High
4850045,NBN Tower,Tarpena,High
4850046,Telstra Tower,Tarpeena Sth of mill,High
4850047,Optus Tower,Tarpeena Medhurst Rd,High
4850048,Telstra exchange,Draper St Tarpeena,High
4850049,CWMS PS1,Glenelg Ave Donovans,High
4850050,CWMS PS2,Border Rd Donovans,Very High
4850051,GRN Tower,Donovans,Very High
4830013,Dry Creek reserve,Dry Creek,Extreme
4830015,Pt MacDonnell Foreshore Tourist Pk,"Eight Mile Creek, Port MacDonnell",Very High
4870004,Lighthouse,Pt Macdonald,High
4850052,Water Infrastructure,"Smiths Rd, Port Macdonnell",Medium
4850053,Optus Tower,"Off Cemetery Rd, Cape Northumberland",High
4850054,Telstra Communications Tower,"Off Cemetery Rd, Cape Northumberland",High
4850055,GNR Atacarma,Blackfellows Cave,High
4850056,Telstra Tower,Carpenter Rocks,High
4850057,Pump Station 1,Pelican Point,High
4850058,CWMS Pelican Point Treatment Plant,Pelican Pont,High
4850059,Optus,Carpenters Rocks,Medium
4830026,Kongorong Primary School,Kongorong,Low
4830028,Allendale East Area School,Allendale East,Low
4850060,NBN Tower,Allendale East,High
4830030,Yahl Primary School,Yahl,Low
4850061,NBN Tower,"Yahl Main Rd, Yahl",High
4830031,Oaks Nursing Home,"Ruwoldt Rd, Yahl",High
4830032,Mount Gambier Racing Club,"Attiwill Rd, Yahl",Low
4830033,Glennburnie Primary School,"Kromelite Rd, Glennburnie",Medium
4830035,Compton Primary School,Compton,Low
4850062,CCA Production Plant,Cafpirco,Very High
4830039,Mil-lel Primary School,Mil-lel,Low
1730057,Coromandel Community Centre,"Main Road, Coromandel Valley",Very High
1730074,Port Noarlunga Football Club,"Britian Drive, Port Noarlunga",Low
1730065,Kangarilla Primary School,"Mclaren Flat Rd, Kangarilla",Medium
1730089,Kangarilla Uniting Church,"Sand Rd, Kangarilla",Medium
1730071,Flagstaff Sporting Complex,"Coromandel St, Flagstaff Hill",Low
1770002,"Temperance Hall, Kangarilla","McLaren Flat Rd, Kangarilla",Low
1750002,"Shopping Precinct, McLaren Vale","Main Rd, McLaren Vale",N/A
1730032,Southern Vales Christian College,"Aldinga Beach Rd, Aldinga",High
1730040,Hazel Mckenzie Halll,"30 Harper Rd, Clarendon",Medium
1730018,Flagstaff Hill Primary School,"Black Rd, Flagstaff Hill",Very High
1730023,Sturt River Caravan Park,"Brookside Road, Darlington",Very High
1570012,Blackwood Community Recreation Centre,"Shepherds Hill Rd, Eden Hills",Medium
1570010,Eden Hills Uniting Church,"Willora Rd, Eden Hills",Extreme
1570011,Gamble Garden & Cottage,"Main Rd, Belair",Medium
1530081,Nunyara Uniting Church Conference Centre,"Burnell Dr, Belair",High
1530046,Belair Country Club,"Upper Sturt Rd, Belair",Extreme
1570034,Holy Innocents Anglican Church,"Sheoak Rd, Belair",Extreme
1530082,Balyana Conference Centre,"Strathcona Ave, Clapham",High
1570013,St Michaels Church,"Church Rd, Urrbrae",Low
1770011,Coromandel Valley Baptist Church,"Magarey Rd, Coromandel Valley",Extreme
1570015,"The Monastery ""The Glen""","Cross Rd, Urrbrae",Low
1530089,Flinders University,"Sturt Rd, Bedford Park",Low
1530084,Belair Primary School,"Main Rd, Belair",Low
1530077,Bellevue Heights Primary School,"Vaucluse Cres, Bellevue Heights",Low
1530078,Blackwood School (Primary & High),"Seymour St, Blackwood",High
1530047,Coromandel Valley Primary School,"Main Rd, Coromandel Valley",High
1530090,Eden Hills Primary School,"78 Wilpena St, Eden Hills",Extreme
1530048,St Johns Grammar School,"Sheoak Rd, Belair",Very High
1530049,St Johns Grammar Junior School,"Yorke Ave, Belair",Very High
1530050,St Peters Lutheran School,"Trevor Tce, Craigburn",High
1530051,Eden Hills Kindergarten,"4 Willunga St, Eden Hills",Extreme
1530031,Mitcham Village Kindergarten,"Albert St,Mitcham",Low
1530052,Netherby Kindergarten,"Walter Rd, Urrbrae",Low
1530053,St Johns Grammar Preschool,"Sheoak Rd, Belair",Extreme
1530091,Belair Jean Bonython Kindergarten,"11 Arizona Tce, Glenalta",Low
1530054,Blackwood Kindergarten,"Brigalow Ave, Blackwood",Low
1530056,Blackwood Community Childcare Centre,"5 Brighton Pde, Blackwood",Low
1530085,Hawthorndene Primary School OSHC/Vac,"Suffolk Rd, Hawthorndene",Extreme
1530057,Jessie Brown Pre Kindergarten,"123 Gloucester Ave, Belair",Extreme
1530083,ABC Learning Centre - Belair,"Main Rd, Belair",Low
1530058,ABC Learning Centre - Blackwood,"Coromandel Pde, Blackwood",Low
4830061,Telford Scrub Conservation Park,"Grundys Lane, Dismal Swamp",Very High
3230046,Naracoorte Caves & Cafe,"Vic-Caves Rd, Naracoorte",Very High
1730243,States Park Equestrian Centre,"States Rd, Onkaparinga Hills",Very High
1730085,Morphett Vale East Primary School,"Monarch St, Morphett Vale",Medium
1730088,Minkarra Skate Park,"Manning Road, Happy Valley",Very High
1770007,Willunga Courthouse and Slate Museums,"High St, Willunga",Low
3830038,Poocher Swamp,"Taylors Rd, Bordertown",Very High
4830062,Piccaninnie Ponds CP - dive shelter,Piccaninnie Ponds CP,Very High
4830064,Piccaninnie Ponds - carpark,Piccaninnie Ponds - carpark,Very High
6730064,Tantanoola Caves,"Princes Hwy, Tantanoola",Very High
4830063,Dingley Dell caretakers residence,Dingley Dell CP,Very High
6750142,DEWNR Southend Office,"DEWNR Southend Office, Southend",Low
4850066,Port MacDonnell Bores & Chlorine Facility,"Elizabeth St, Port MacDonnell",Low
1650016,Mt Gambier Chlorine Facility (Bore 9),"Lake Tce East, Mt Gambier",Low
3250073,Naracoorte Chlorine Facility & water storage,"Racecourse Rd, Naracoorte",Very High
2850045,Kingston Water Storage & Chlorine Facility,"Railway Tce, Kingston",Low
4850065,Allendale East Substation,"Starks Lane, Allendale East",Medium
4850067,Kongorong Substation,"Jolleys Lane, Kongorong",Medium
4850072,Tarpeena Substation,"Boully Rd, Tarpeena",Low
1650017,Mount Gambier East Substation,"Cnr White Ave, Tolner Rd, Mt Gambier",Low
3250074,Naracoorte Substation,"Kingsley Ave, Naracoorte",Medium
3850079,Padthaway Substation,"Nyroca Rd, Padthaway",Low
3850080,Wirrega Regulator,"Black Joes Rd, Wirrega",High
6750095,Millicent Substation,"Bowman St, Millicent",Low
6750101,Carter Holt Harvey,"Cart Holt Harvey, Nangwarry",N/A
